organization,project_name,location,recording_date,method,status,observer_id,observer,species_code,species_common_name,species_class,individual_appearance_order,tag_start_s,tag_duration_s,min_tag_freq,max_tag_freq,vocalization,abundance,tag_clip_status,clip_channel_used,verified_by,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,url
ABMI,Zeller PIWO Density,1268-NW,2018-04-07 08:57:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570116
ABMI,Zeller PIWO Density,1268-NW,2018-04-07 12:00:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570119
ABMI,Zeller PIWO Density,1268-NW,2018-04-07 15:00:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570120
ABMI,Zeller PIWO Density,1268-NW,2018-04-07 19:28:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570121
ABMI,Zeller PIWO Density,1268-NW,2018-04-08 07:25:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570126
ABMI,Zeller PIWO Density,1268-NW,2018-04-08 08:55:00,60s None,Transcribed,841,Austin Zeller,PIWO,Pileated Woodpecker,Aves,1,13.64,2.41,0.24kHz,2.55kHz,Non-vocal,1,"",1,,-28.23,-39.74,3,0.037243,-0.001678,0.060425,-24.38,-45.1,-56.54,3,-0.004557,-0.022858,0.011139,-32.82,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570122
ABMI,Zeller PIWO Density,1268-NW,2018-04-08 08:55:00,60s None,Transcribed,841,Austin Zeller,PIWO,Pileated Woodpecker,Aves,1,23.10,2.35,0.26kHz,2.53kHz,Song,1,"",1,,-28.11,-40.56,2,0.037275,-0.00235,0.051453,-25.77,-47.62,-59.65,3,-0.003365,-0.021637,0.007751,-33.3,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570122
ABMI,Zeller PIWO Density,1268-NW,2018-04-08 12:00:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570123
ABMI,Zeller PIWO Density,1268-NW,2018-04-08 15:00:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570124
ABMI,Zeller PIWO Density,1268-NW,2018-04-08 19:30:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570125
ABMI,Zeller PIWO Density,1268-NW,2018-04-09 07:22:00,60s None,Transcribed,1881,Michel Vorasane,DOWO,Downy Woodpecker,Aves,1,20.89,2.29,0.02kHz,1.46kHz,Non-vocal,1,"",1,,-28.16,-39.69,3,0.037115,0.000916,0.04718,-26.52,-29.16,-40.68,6,-0.033066,-0.04187,-0.001068,-27.56,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570130
ABMI,Zeller PIWO Density,1268-NW,2018-04-09 07:22:00,60s None,Transcribed,1881,Michel Vorasane,DOWO,Downy Woodpecker,Aves,1,54.61,2.74,0.02kHz,1.29kHz,Non-vocal,1,"",1,,-28.17,-39.48,3,0.037186,-0.000092,0.047333,-26.5,-29.17,-40.46,3,-0.033129,-0.042358,0,-27.46,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570130
ABMI,Zeller PIWO Density,1268-NW,2018-04-09 08:52:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570127
ABMI,Zeller PIWO Density,1268-NW,2018-04-09 12:00:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570128
ABMI,Zeller PIWO Density,1268-NW,2018-04-09 15:00:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570131
ABMI,Zeller PIWO Density,1268-NW,2018-04-09 19:32:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570129
ABMI,Zeller PIWO Density,1268-NW,2018-04-10 08:50:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570132
ABMI,Zeller PIWO Density,1268-NW,2018-04-10 12:00:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570133
ABMI,Zeller PIWO Density,1268-NW,2018-04-10 15:00:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570134
ABMI,Zeller PIWO Density,1268-NW,2018-04-10 19:34:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570136
ABMI,Zeller PIWO Density,1268-NW,2018-04-11 07:17:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570140
ABMI,Zeller PIWO Density,1268-NW,2018-04-11 08:47:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570135
ABMI,Zeller PIWO Density,1268-NW,2018-04-11 12:00:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570137
ABMI,Zeller PIWO Density,1268-NW,2018-04-11 15:00:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570138
ABMI,Zeller PIWO Density,1268-NW,2018-04-11 19:36:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570139
ABMI,Zeller PIWO Density,1268-NW,2018-04-12 07:15:00,60s None,Transcribed,1881,Michel Vorasane,YBSA,Yellow-bellied Sapsucker,Aves,1,1.06,8.70,0.62kHz,4.10kHz,Non-vocal,1,"",1,,-28.05,-40.06,2,0.037196,-0.039856,0.109711,-19.2,-47.45,-71.25,2,-0.000001,-0.056,0.049469,-25.04,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570144
ABMI,Zeller PIWO Density,1268-NW,2018-04-12 08:45:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570142
ABMI,Zeller PIWO Density,1268-NW,2018-04-12 12:00:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570141
ABMI,Zeller PIWO Density,1268-NW,2018-04-12 15:00:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570143
ABMI,Zeller PIWO Density,1268-NW,2018-04-12 19:37:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570145
ABMI,Zeller PIWO Density,1268-NW,2018-04-13 07:13:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570149
ABMI,Zeller PIWO Density,1268-NW,2018-04-13 08:43:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570146
ABMI,Zeller PIWO Density,1268-NW,2018-04-13 12:00:00,60s None,Transcribed,841,Austin Zeller,PIWO,Pileated Woodpecker,Aves,1,55.00,2.23,0.26kHz,1.55kHz,Non-vocal,1,NEEDS_REVIEW,1,,-28.22,-39.87,2,0.037178,0.00412,0.045074,-26.92,-48.5,-59.33,4,-0.003356,-0.017609,0.001526,-35.09,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570147
ABMI,Zeller PIWO Density,1268-NW,2018-04-13 15:00:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570148
ABMI,Zeller PIWO Density,1268-NW,2018-04-13 19:39:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570150
ABMI,Zeller PIWO Density,1268-NW,2018-04-14 07:10:00,60s None,Transcribed,841,Austin Zeller,PIWO,Pileated Woodpecker,Aves,1,0.11,1.95,0.34kHz,2.85kHz,Non-vocal,1,"",1,,-28.29,-39.54,2,0.037224,-0.001282,0.051636,-25.74,-51.59,-61.06,3,-0.000758,-0.018036,0.015839,-34.88,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570156
ABMI,Zeller PIWO Density,1268-NW,2018-04-14 07:10:00,60s None,Transcribed,841,Austin Zeller,PIWO,Pileated Woodpecker,Aves,2,4.78,2.19,0.36kHz,1.33kHz,Non-vocal,1,"",1,,-28.32,-39.79,3,0.037125,0.003235,0.045044,-26.93,-57.64,-66.73,3,-0.000478,-0.013916,0.002319,-37.13,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570156
ABMI,Zeller PIWO Density,1268-NW,2018-04-14 07:10:00,60s None,Transcribed,841,Austin Zeller,PIWO,Pileated Woodpecker,Aves,1,10.71,3.04,0.39kHz,3.24kHz,Song,1,"",1,,-28.31,-39.8,2,0.037148,-0.002045,0.057434,-24.82,-51.27,-69.82,3,-0.00029,-0.019531,0.019104,-34.19,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570156
ABMI,Zeller PIWO Density,1268-NW,2018-04-14 07:10:00,60s None,Transcribed,841,Austin Zeller,PIWO,Pileated Woodpecker,Aves,1,20.31,1.49,0.34kHz,2.17kHz,Song,1,"",1,,-28.38,-39.55,2,0.037107,0.001007,0.058167,-24.71,-50.49,-65.34,2,-0.000757,-0.019073,0.014435,-34.39,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570156
ABMI,Zeller PIWO Density,1268-NW,2018-04-14 08:40:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570151
ABMI,Zeller PIWO Density,1268-NW,2018-04-14 12:00:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570154
ABMI,Zeller PIWO Density,1268-NW,2018-04-14 15:00:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570153
ABMI,Zeller PIWO Density,1268-NW,2018-04-14 19:41:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=570152
ABMI,Zeller PIWO Density,1291-NW,2017-04-05 09:02:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=573722
ABMI,Zeller PIWO Density,1291-NW,2017-04-09 07:22:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=572807
ABMI,Zeller PIWO Density,1291-NW,2017-04-09 08:52:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=572706
ABMI,Zeller PIWO Density,1291-NW,2017-04-10 08:49:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=573188
ABMI,Zeller PIWO Density,1291-NW,2017-04-11 08:47:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=572778
ABMI,Zeller PIWO Density,1291-NW,2017-04-12 07:14:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=573474
ABMI,Zeller PIWO Density,1291-NW,2017-04-12 08:44:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=573681
ABMI,Zeller PIWO Density,1291-NW,2017-04-13 07:12:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=573637
ABMI,Zeller PIWO Density,1291-NW,2017-04-14 07:10:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=573230
ABMI,Zeller PIWO Density,1291-NW,2017-04-15 07:07:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=572868
ABMI,Zeller PIWO Density,1291-NW,2017-04-15 08:37:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=572618
ABMI,Zeller PIWO Density,1291-NW,2017-04-16 07:05:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=574528
ABMI,Zeller PIWO Density,1291-NW,2017-04-16 08:35:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=573662
ABMI,Zeller PIWO Density,1291-NW,2017-04-18 08:30:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=572820
ABMI,Zeller PIWO Density,1291-NW,2017-04-20 08:25:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=572545
ABMI,Zeller PIWO Density,1292-NE,2017-04-05 07:32:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608756
ABMI,Zeller PIWO Density,1292-NE,2017-04-06 07:29:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609132
ABMI,Zeller PIWO Density,1292-NE,2017-04-07 08:57:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608843
ABMI,Zeller PIWO Density,1292-NE,2017-04-08 07:24:00,60s None,Transcribed,841,Austin Zeller,PIWO,Pileated Woodpecker,Aves,1,27.60,2.38,0.19kHz,1.85kHz,Non-vocal,1,"",1,,-23.23,-39.38,2,0.045263,-0.016541,0.089569,-20.96,-36.78,-52.88,3,-0.009507,-0.031494,0.003906,-30.04,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608893
ABMI,Zeller PIWO Density,1292-NE,2017-04-09 07:22:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609003
ABMI,Zeller PIWO Density,1292-NE,2017-04-11 08:47:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609017
ABMI,Zeller PIWO Density,1292-NE,2017-04-12 07:14:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608769
ABMI,Zeller PIWO Density,1292-NE,2017-04-16 07:05:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608708
ABMI,Zeller PIWO Density,1292-NE,2017-04-17 07:02:00,60s None,Transcribed,841,Austin Zeller,UNWO,Unidentified Woodpecker,Aves,1,20.61,1.69,0.04kHz,1.12kHz,Non-vocal,1,"",1,,-26.85,-36.27,2,0.045188,0.013092,0.047638,-26.44,-28.96,-38.39,2,-0.035417,-0.042023,-0.006226,-27.53,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608711
ABMI,Zeller PIWO Density,1292-NE,2017-04-17 07:02:00,60s None,Transcribed,841,Austin Zeller,UNWO,Unidentified Woodpecker,Aves,1,31.03,2.05,0.17kHz,1.42kHz,Song,1,"",1,,-26.8,-36.21,2,0.045186,0.013184,0.047821,-26.41,-38.23,-47.69,3,-0.012058,-0.027802,-0.002533,-31.12,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608711
ABMI,Zeller PIWO Density,1292-NE,2017-04-17 07:02:00,60s None,Transcribed,841,Austin Zeller,UNWO,Unidentified Woodpecker,Aves,1,40.95,2.41,0.19kHz,1.27kHz,Song,1,"",1,,-26.77,-36.24,3,0.045154,0.012604,0.048462,-26.29,-40.21,-49.78,3,-0.009483,-0.025421,-0.001862,-31.9,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608711
ABMI,Zeller PIWO Density,1292-NE,2017-04-17 07:02:00,60s None,Transcribed,841,Austin Zeller,UNWO,Unidentified Woodpecker,Aves,1,46.48,1.80,0.06kHz,1.16kHz,Song,1,"",1,,-26.82,-36.22,3,0.045132,0.01297,0.047546,-26.46,-30.16,-39.57,4,-0.030707,-0.04007,-0.00592,-27.94,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608711
ABMI,Zeller PIWO Density,1292-NE,2017-04-17 07:02:00,60s None,Transcribed,841,Austin Zeller,UNWO,Unidentified Woodpecker,Aves,1,51.14,2.56,0.02kHz,1.46kHz,Song,1,"",1,,-26.63,-36.4,3,0.045134,0.012543,0.049347,-26.13,-27.63,-37.41,3,-0.040211,-0.045868,-0.007782,-26.77,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608711
ABMI,Zeller PIWO Density,1292-NE,2017-04-17 07:02:00,60s None,Transcribed,841,Austin Zeller,DOWO,Downy Woodpecker,Aves,1,57.50,2.11,0.15kHz,1.63kHz,Non-vocal,1,"",1,,-26.55,-36.46,3,0.045078,0.012939,0.049713,-26.07,-36.11,-46.02,2,-0.014999,-0.031464,-0.003296,-30.04,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608711
ABMI,Zeller PIWO Density,1292-NE,2017-04-17 08:32:00,60s None,Transcribed,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608832
ABMI,Zeller PIWO Density,1292-NE,2017-04-19 06:58:00,60s None,In Progress,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608825
ABMI,Zeller PIWO Density,1292-NE,2017-04-19 08:28:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=608612
ABMI,Zeller PIWO Density,1292-NE,2017-04-20 06:55:00,60s None,Transcribed,1881,Michel Vorasane,DOWO,Downy Woodpecker,Aves,1,26.16,1.73,0.02kHz,1.65kHz,Non-vocal,1,"",1,,-26.73,-36.45,3,0.045203,0.011871,0.048889,-26.22,-27.73,-37.46,3,-0.040273,-0.04718,-0.007416,-26.52,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609186
ABMI,Zeller PIWO Density,1292-NE,2017-04-20 06:55:00,60s None,Transcribed,1881,Michel Vorasane,DOWO,Downy Woodpecker,Aves,1,50.93,2.21,0.02kHz,1.09kHz,Non-vocal,1,"",1,,-26.79,-36.36,2,0.045237,0.011841,0.048553,-26.28,-27.79,-37.36,2,-0.040302,-0.046753,-0.007812,-26.6,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609186
ABMI,Zeller PIWO Density,1292-NE,2017-04-20 06:55:00,60s None,Transcribed,1881,Michel Vorasane,HAWO,Hairy Woodpecker,Aves,1,53.21,1.65,0.02kHz,1.52kHz,Non-vocal,1,"",1,,-26.77,-36.33,3,0.045289,0.013,0.049011,-26.19,-27.78,-37.33,2,-0.040349,-0.047272,-0.007324,-26.51,,,,,,,,,,,,,,,t,https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609186
ABMI,Zeller PIWO Density,1292-NE,2020-04-04 09:03:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609458
ABMI,Zeller PIWO Density,1292-NE,2020-04-06 07:28:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609463
ABMI,Zeller PIWO Density,1292-NE,2020-04-06 08:58:00,60s None,Transcribed,1881,Michel Vorasane,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609460
ABMI,Zeller PIWO Density,1292-NE,2020-04-08 08:54:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609461
ABMI,Zeller PIWO Density,1292-NE,2020-04-10 07:19:00,60s None,New,841,Austin Zeller,NONE,NONE,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://www.wildtrax.ca/home/aru-tasks/recording.html?taskId=609465
